platform,post_type,post_time,publish_hour,post_day,region,category,title,title_length,description_length,tags,creator_followers,likes,dislikes,comments,shares,views,engagement_rate,sentiment_score,viral_label,video_length,date,time,views_s,likes_s,engagement_rate_s,video_length_s
Instagram,carousel,2023-04-14 15:00:00,15,Saturday,Japan,Education,Breaking News,2,292,#travel #explore,9218365,2100,216,76,139,98700,0.023454676,negative,0,13,2023-04-14,15:00:00,0.19683508331089775,0.4118454598940969,1.0451261573445457e-05,0.021666666666666667
LinkedIn,video,2023-01-23 08:00:00,8,Friday,US,Health,Daily Fitness Routine,2,12,#fitness #lifestyle,1032747,119,46,303,898,8687,0.151933702,neutral,0,139,2023-01-23,08:00:00,0.01732427931835632,0.023337909393998824,0.00011331763141289178,0.2316666666666667
Facebook,reel,2023-02-18 01:00:00,1,Thursday,US,Comedy,Cooking Tutorial,2,25,#tech #review,9316860,1313,60,81,231,51207,0.031733323,negative,0,58,2023-02-18,01:00:00,0.10212091297974812,0.2575014708766425,1.707953694714126e-05,0.09666666666666668
YouTube,carousel,2023-12-05 00:00:00,0,Sunday,Japan,Education,Movie Review,2,158,#sports #highlights,9224929,4962,286,216,8,332454,0.015599104,positive,1,26,2023-12-05,00:00:00,0.6630051751473273,0.9731319866640518,4.1617200053734915e-06,0.043333333333333335
Instagram,video,2023-10-13 04:00:00,4,Friday,Australia,Fashion,Summer Outfit Trends,2,111,#outfitideas #trend,2759819,2352,1591,40,304,134064,0.020109648,neutral,1,594,2023-10-13,04:00:00,0.2673606748631428,0.4612669150813885,7.773074338656619e-06,0.9900000000000001
LinkedIn,article,2023-04-20 01:00:00,1,Tuesday,Germany,Technology,Behind the Scenes,3,55,#fitness #motivation,8293741,5056,729,501,30,171904,0.032500509,positive,1,0,2023-04-20,01:00:00,0.34282409484778686,0.9915669739164542,1.7693782254477612e-05,0.0
Twitter,story,2023-07-18 11:00:00,11,Friday,Brazil,Comedy,Daily Vlog,2,139,#education #learning,2348182,3311,1887,250,75,321167,0.011321178,positive,1,15,2023-07-18,11:00:00,0.6404957771196665,0.6493430084330261,7.366106177775472e-07,0.025
YouTube,carousel,2022-08-15 10:00:00,10,Sunday,Brazil,Health,10 Tips for a Healthier Life,2,78,#mindfulness #meditation,3521482,237,99,120,368,22752,0.03186393,negative,0,15,2022-08-15,10:00:00,0.04537377725926591,0.04647970190233379,1.7184107073362645e-05,0.025
Facebook,image,2024-12-22 04:00:00,4,Monday,Brazil,Technology,Breaking News,2,134,#education #learning,1724874,2389,275,43,81,229344,0.010957291,mixed,0,0,2024-12-22,04:00:00,0.45737533279487874,0.4685232398509512,4.4526551743590344e-07,0.0
YouTube,story,2024-08-25 04:00:00,4,Tuesday,Japan,Fashion,Streetwear Collection 2024,2,84,#casualstyle #fashionblog,2942915,4643,1636,324,763,320367,0.017885681,positive,1,55,2024-08-25,04:00:00,0.6389003559783422,0.9105707001372818,5.99246143198091e-06,0.09166666666666667
TikTok,article,2022-07-28 18:00:00,18,Thursday,Japan,News,Daily Vlog,2,294,#funny #viral,8375529,2923,1914,200,341,105228,0.032918682,mixed,0,0,2022-07-28,18:00:00,0.20985371982410483,0.57324965679545,1.802859128762572e-05,0.0
Instagram,carousel,2023-03-31 15:00:00,15,Wednesday,Germany,Fashion,Casual Style Hacks,2,11,#streetwear #style,2945041,1328,1015,137,109,54448,0.028907785,mixed,0,11,2023-03-31,15:00:00,0.1085843628785386,0.2604432241616003,1.4817277915823498e-05,0.018333333333333333
Facebook,image,2022-07-02 02:00:00,2,Friday,India,Gaming,Epic Gaming Moments,2,294,#vr #gamingcommunity,8688483,2998,91,0,735,86942,0.042936177,positive,1,0,2022-07-02,02:00:00,0.17338638108628238,0.5879584232202393,2.60490704087455e-05,0.0
Facebook,poll,2022-05-05 10:00:00,10,Thursday,India,Health,10 Tips for a Healthier Life,2,273,#healthy #habits,1836394,0,514,55,444,0,499.0,mixed,0,21,2022-05-05,10:00:00,0.0,0.0,0.39951461509690506,0.035
TikTok,poll,2023-01-13 13:00:00,13,Monday,US,Fashion,Summer Outfit Trends,2,166,#streetwear #style,874900,4270,200,50,103,286090,0.015460116,mixed,1,33,2023-01-13,13:00:00,0.5705425429018717,0.8374191017846636,4.050439655137609e-06,0.055
LinkedIn,article,2024-09-22 07:00:00,7,Wednesday,UK,Technology,Funny Moments,2,249,#tech #review,758176,3003,1660,70,972,240240,0.016837259,mixed,1,0,2024-09-22,07:00:00,0.47910496873971703,0.5889390076485586,5.153045314366413e-06,0.0
Instagram,article,2022-08-13 07:00:00,7,Sunday,US,Fashion,Casual Style Hacks,2,60,#casualstyle #fashionblog,6710301,2024,1256,84,516,149776,0.017519379,negative,0,0,2022-08-13,07:00:00,0.298694746078754,0.39694057658364384,5.699182768699879e-06,0.0
YouTube,video,2023-09-21 04:00:00,4,Monday,Canada,Fashion,Streetwear Collection 2024,2,62,#streetwear #style,7506801,3042,333,0,772,161226,0.023656087,negative,1,509,2023-09-21,04:00:00,0.32152921116395944,0.5965875661894489,1.0612520722590414e-05,0.8483333333333334
Instagram,video,2023-12-07 19:00:00,19,Saturday,Germany,Gaming,Top 10 PC Games 2024,2,183,#gaming #esports,1997807,514,1122,482,648,15934,0.103169125,positive,0,290,2023-12-07,19:00:00,0.03177680058232872,0.10080407923122181,7.427441036024963e-05,0.48333333333333334
Facebook,carousel,2024-05-26 04:00:00,4,Wednesday,India,Sports,Top Football Highlights,2,60,#sports #football,7645272,930,1774,144,470,41850,0.036892786,negative,0,21,2024-05-26,04:00:00,0.08346046845553262,0.18238870366738577,2.121044644773896e-05,0.035
YouTube,carousel,2023-12-31 14:00:00,14,Wednesday,Australia,Technology,Daily Vlog,2,131,#tech #review,4517784,664,1101,174,318,56440,0.020481565,positive,1,18,2023-12-31,14:00:00,0.11255696152043636,0.13022161208080016,8.070848635852624e-06,0.030000000000000002
LinkedIn,image,2024-06-18 20:00:00,20,Sunday,US,Gaming,Beginner’s Guide to eSports,2,175,#vr #gamingcommunity,5549505,4771,1574,318,957,458016,0.013200383,positive,1,0,2024-06-18,20:00:00,0.9134105118310449,0.9356736615022553,2.241190801426641e-06,0.0
Instagram,poll,2024-07-27 21:00:00,21,Monday,Canada,Health,Mindfulness & Meditation,2,27,#fitness #lifestyle,9718468,101,412,446,711,9797,0.12839355,negative,0,49,2024-07-27,21:00:00,0.019537926151943923,0.01980780545204942,9.447027510036196e-05,0.08166666666666667
Twitter,article,2024-01-07 11:00:00,11,Saturday,UK,Health,Healthy Eating Habits,2,289,#mindfulness #meditation,1202874,4847,1620,346,933,295667,0.020719185,negative,1,0,2024-01-07,11:00:00,0.5896417282399514,0.9505785448127083,8.261098418733523e-06,0.0
YouTube,live,2024-09-01 23:00:00,23,Tuesday,US,Fashion,Streetwear Collection 2024,3,244,#casualstyle #fashionblog,3716165,4953,1460,396,664,108966,0.055181844,mixed,1,41,2024-09-01,23:00:00,0.2173083251069431,0.971366934693077,3.585352915793233e-05,0.06833333333333334
Twitter,video,2024-11-20 17:00:00,17,Monday,US,Fashion,Streetwear Collection 2024,3,241,#outfitideas #trend,7179525,252,563,103,187,24696,0.021945985,mixed,0,361,2024-11-20,17:00:00,0.0492506506326842,0.04942145518729162,9.24333237899901e-06,0.6016666666666667
LinkedIn,image,2024-04-21 08:00:00,8,Wednesday,Japan,Health,Daily Fitness Routine,2,78,#mindfulness #meditation,754470,265,470,265,204,22790,0.032205695,positive,0,0,2024-04-21,08:00:00,0.045449559763478815,0.05197097470092175,1.7457740256791187e-05,0.0
Instagram,poll,2022-09-23 20:00:00,20,Saturday,Japan,Health,10 Tips for a Healthier Life,3,271,#mindfulness #meditation,3536118,3235,1454,102,243,64700,0.055331448,positive,0,57,2022-09-23,20:00:00,0.12902968480461077,0.634438125122573,3.597330917862972e-05,0.095
Facebook,image,2023-04-24 19:00:00,19,Monday,Canada,Fashion,Streetwear Collection 2024,3,21,#streetwear #style,6584005,2954,1401,189,345,153608,0.022707003,mixed,0,0,2023-04-24,19:00:00,0.30633681334569784,0.5793292802510296,9.852639294529923e-06,0.0
LinkedIn,poll,2022-03-09 19:00:00,19,Thursday,US,Travel,Top Beaches to Visit,2,87,#luxurytravel #vacation,132804,3809,146,220,846,342810,0.014220664,mixed,1,30,2022-03-09,19:00:00,0.6836579018217716,0.7470092174936261,3.058075906752394e-06,0.05
Instagram,image,2024-08-22 00:00:00,0,Saturday,India,Travel,Top Beaches to Visit,2,200,#backpacking #travelgram,1311449,2799,1071,0,748,277101,0.012800341,positive,1,0,2024-08-22,00:00:00,0.5526159921026654,0.5489311629731319,1.9208983022967704e-06,0.0
Facebook,live,2024-02-11 18:00:00,18,Saturday,Australia,Gaming,Epic Gaming Moments,2,267,#gamers #play,9174693,3417,993,245,272,150348,0.026165788,mixed,1,26,2024-02-11,18:00:00,0.29983547219480094,0.6701313983133947,1.2621905750559324e-05,0.043333333333333335
Instagram,article,2022-09-02 22:00:00,22,Tuesday,India,Comedy,Travel Diary,2,11,#music #trending,34385,1329,1651,75,278,116952,0.014381846,neutral,0,0,2022-09-02,22:00:00,0.2332346166502139,0.26063934104726416,3.1871258204983294e-06,0.0
YouTube,image,2022-12-30 21:00:00,21,Saturday,Germany,Gaming,Epic Gaming Moments,3,179,#gamers #play,1556636,2894,1617,209,331,118654,0.028941048,negative,0,0,2022-12-30,21:00:00,0.23662887512838157,0.5675622671111983,1.484390984296754e-05,0.0
YouTube,live,2023-10-15 22:00:00,22,Tuesday,Brazil,Gaming,Beginner’s Guide to eSports,2,71,#gamers #play,4258422,1619,1889,254,660,33999,0.0745,negative,0,29,2023-10-15,22:00:00,0.06780340422986031,0.3175132378897823,5.132055627963637e-05,0.04833333333333334
Instagram,story,2024-03-15 06:00:00,6,Sunday,Australia,Music,Movie Review,2,78,#education #learning,472787,827,1728,330,243,41350,0.033856497,positive,0,57,2024-03-15,06:00:00,0.08246333024220488,0.16218866444400862,1.8779450222616252e-05,0.095
Instagram,video,2022-11-06 16:00:00,16,Friday,UK,Sports,Cricket World Cup Updates,3,283,#cricket #worldcup,4097460,3491,1914,238,72,76802,0.049490254,positive,0,72,2022-11-06,16:00:00,0.15316441811999562,0.6846440478525201,3.1296573675451523e-05,0.12000000000000001
LinkedIn,live,2024-09-27 05:00:00,5,Wednesday,Germany,Technology,Top 10 Facts,3,108,#fitness #motivation,8887450,2328,1485,390,441,169944,0.018588367,mixed,0,24,2024-09-27,05:00:00,0.3389153130515421,0.456560109825456,6.555064996215599e-06,0.04
Instagram,image,2023-05-04 12:00:00,12,Friday,Germany,Sports,Basketball Training Tips,2,187,#basketball #training,1090911,459,1323,338,840,23409,0.069927381,positive,0,0,2023-05-04,12:00:00,0.046684016871578575,0.09001765051970974,4.7659501772662766e-05,0.0
TikTok,carousel,2022-11-09 12:00:00,12,Wednesday,UK,Technology,Breaking News,2,144,#travel #explore,6383002,2387,1624,135,17,81158,0.031284269,positive,0,30,2022-11-09,12:00:00,0.16185148623450699,0.46813100607962344,1.6720003128431564e-05,0.05
Twitter,carousel,2022-05-11 23:00:00,23,Saturday,India,Comedy,Breaking News,2,133,#travel #explore,2029610,3730,1193,441,676,164120,0.029533088,neutral,1,20,2022-05-11,23:00:00,0.32730064714270046,0.7315159835261816,1.5317924999338243e-05,0.03333333333333333
LinkedIn,image,2024-10-22 00:00:00,0,Monday,Germany,Health,10 Tips for a Healthier Life,2,21,#health #wellness,2497188,2049,1534,106,157,79911,0.028931825,negative,0,0,2024-10-22,00:00:00,0.15936462353046757,0.4018434987252402,1.4836525474027592e-05,0.0
TikTok,live,2023-06-14 01:00:00,1,Sunday,Australia,Fashion,Summer Outfit Trends,2,155,#outfitideas #trend,1217462,5055,522,178,785,202200,0.029762464,mixed,1,29,2023-06-14,01:00:00,0.40324269346974184,0.9913708570307903,1.5501574246868284e-05,0.04833333333333334
Facebook,poll,2023-06-11 21:00:00,21,Tuesday,UK,Technology,Travel Diary,2,160,#funny #viral,3897986,1264,568,155,102,122608,0.012405288,negative,0,6,2023-06-11,21:00:00,0.2445142441193774,0.24789174347911355,1.6046002319472737e-06,0.01
Twitter,article,2023-11-28 17:00:00,17,Saturday,Brazil,Education,Tech Review,2,90,#travel #explore,2136134,2983,1503,187,340,101422,0.034607535,mixed,0,0,2023-11-28,17:00:00,0.202263503744254,0.5850166699352815,1.9380766679292054e-05,0.0
TikTok,carousel,2023-06-05 16:00:00,16,Wednesday,Australia,Gaming,Virtual Reality Adventures,3,194,#gamers #play,1082681,2242,758,142,1,154698,0.015417036,negative,0,8,2023-06-05,16:00:00,0.3085105746507524,0.4396940576583644,4.015947774628774e-06,0.013333333333333334
LinkedIn,article,2023-03-06 05:00:00,5,Friday,India,Fashion,Best Evening Dresses,2,22,#fashion #ootd,4676739,1396,687,32,81,60028,0.02513785,positive,0,0,2023-03-06,05:00:00,0.11971242533927628,0.2737791723867425,1.17988900897773e-05,0.0
Instagram,image,2023-07-20 22:00:00,22,Thursday,Japan,Health,Daily Fitness Routine,2,80,#fitness #lifestyle,7343920,505,868,317,337,27775,0.041726671,positive,0,0,2023-07-20,22:00:00,0.05539102775035648,0.0990390272602471,2.5080682840808694e-05,0.0
Instagram,image,2022-06-18 04:00:00,4,Tuesday,Australia,News,Life Hacks,2,71,#news #update,7718519,257,613,151,102,10280,0.049606069,mixed,0,0,2022-06-18,04:00:00,0.02050116166601853,0.050402039615610905,3.138930062858826e-05,0.0
Facebook,article,2022-01-01 12:00:00,12,Thursday,India,Fashion,Casual Style Hacks,3,258,#outfitideas #trend,4144335,3177,1237,162,149,174735,0.019961542,mixed,0,0,2022-01-01,12:00:00,0.3484698914116486,0.6230633457540694,7.654493687434673e-06,0.0
LinkedIn,video,2024-08-10 18:00:00,18,Monday,Canada,Education,Fitness Motivation,2,89,#sports #highlights,2221115,3659,1141,226,829,186609,0.02526124,mixed,1,592,2024-08-10,18:00:00,0.372149929701756,0.7175916846440479,1.1897681945301559e-05,0.9866666666666667
Instagram,carousel,2024-05-24 10:00:00,10,Sunday,UK,Fashion,Streetwear Collection 2024,2,140,#casualstyle #fashionblog,9843577,2199,1574,135,111,81363,0.030050145,neutral,0,9,2024-05-24,10:00:00,0.16226031290197135,0.4312610315748186,1.57319052282207e-05,0.015000000000000001
YouTube,live,2024-12-27 00:00:00,0,Friday,Australia,News,Exploring New Trends,3,263,#education #learning,93406,1546,1628,38,75,97398,0.017033029,positive,0,48,2024-12-27,00:00:00,0.19423853540339228,0.30319670523632086,5.30978801276972e-06,0.08
Instagram,article,2024-04-14 20:00:00,20,Tuesday,India,Gaming,Top 10 PC Games 2024,3,259,#vr #gamingcommunity,4004516,3097,781,0,762,92910,0.041534372,positive,0,0,2024-04-14,20:00:00,0.1852882228005624,0.607373994900961,2.492671918876672e-05,0.0
Twitter,poll,2022-06-13 06:00:00,6,Tuesday,Brazil,Sports,Olympics Moments,2,253,#basketball #training,5422217,5058,537,509,405,247842,0.024095899,negative,1,12,2022-06-13,06:00:00,0.49426545813515216,0.9919592076877819,1.0964654960063747e-05,0.02
YouTube,poll,2024-05-13 05:00:00,5,Thursday,Canada,Health,10 Tips for a Healthier Life,3,290,#mindfulness #meditation,1827008,271,905,151,131,21409,0.025829052,neutral,0,10,2024-05-13,05:00:00,0.04269546401826758,0.05314767601490488,1.2352299021798351e-05,0.016666666666666666
Instagram,image,2024-02-27 00:00:00,0,Friday,US,Gaming,Epic Gaming Moments,2,207,#gamers #play,9939442,5045,389,78,397,166485,0.033155941,positive,1,0,2024-02-27,00:00:00,0.33201711089174074,0.9894096881741518,1.821855203687469e-05,0.0
Twitter,story,2022-05-14 09:00:00,9,Tuesday,Brazil,Sports,Olympics Moments,2,35,#sports #football,8305608,3946,1741,322,329,323572,0.014206995,negative,1,47,2022-05-14,09:00:00,0.6452920119257731,0.7738772308295744,3.04713186045074e-06,0.07833333333333334
LinkedIn,reel,2022-11-30 10:00:00,10,Monday,Canada,Health,Daily Fitness Routine,3,131,#mindfulness #meditation,7364409,438,121,110,330,14892,0.058953871,negative,0,36,2022-11-30,10:00:00,0.029698764545753688,0.08589919592076878,3.887359193787882e-05,0.060000000000000005
TikTok,video,2022-03-08 12:00:00,12,Saturday,UK,Travel,Top Beaches to Visit,2,135,#wanderlust #adventure,2455388,1587,1064,59,68,88872,0.019285947,mixed,0,279,2022-03-08,12:00:00,0.17723533458972748,0.3112374975485389,7.113580455949866e-06,0.465
Twitter,poll,2024-03-01 19:00:00,19,Thursday,Brazil,Technology,Movie Review,2,73,#travel #explore,2410191,1506,1553,204,107,137046,0.013258225,negative,0,7,2024-03-01,19:00:00,0.27330760716742947,0.2953520298097666,2.2875018356047287e-06,0.011666666666666667
Twitter,reel,2023-06-23 15:00:00,15,Saturday,US,Comedy,Daily Vlog,2,256,#news #update,1092628,2159,946,121,103,66929,0.035604363,negative,0,43,2023-06-23,15:00:00,0.13347492695962587,0.42341635614826434,2.0178874206308298e-05,0.07166666666666667
Facebook,story,2023-10-03 21:00:00,21,Saturday,Canada,Health,10 Tips for a Healthier Life,3,44,#health #wellness,168193,4955,783,99,387,485590,0.011204903,positive,1,27,2023-10-03,21:00:00,0.9684006900196437,0.9717591684644048,6.43515366938072e-07,0.045000000000000005
Twitter,live,2024-03-03 13:00:00,13,Wednesday,Germany,Fashion,Casual Style Hacks,2,108,#streetwear #style,8578483,567,1657,135,323,54432,0.018830489,negative,0,21,2024-03-03,13:00:00,0.10855245445571211,0.11119827417140615,6.748919292700273e-06,0.035
Twitter,reel,2022-03-29 10:00:00,10,Thursday,UK,Music,Funny Moments,2,212,#education #learning,9016289,4745,1043,183,763,128115,0.044420681,neutral,1,66,2022-03-29,10:00:00,0.2554967244009692,0.9305746224749951,2.7237634349852408e-05,0.11
YouTube,article,2022-07-28 04:00:00,4,Friday,Japan,Travel,Top Beaches to Visit,2,91,#luxurytravel #vacation,7113138,4982,1908,237,43,134514,0.039118314,positive,1,0,2022-07-28,04:00:00,0.26825809925513777,0.9770543243773289,2.299230916466245e-05,0.0
Facebook,carousel,2024-07-07 17:00:00,17,Tuesday,Canada,Fashion,Streetwear Collection 2024,3,190,#outfitideas #trend,5159858,384,134,321,827,29184,0.052492719,mixed,0,15,2024-07-07,17:00:00,0.058200963235514075,0.07530888409492056,3.370048881036229e-05,0.025
TikTok,carousel,2022-02-15 00:00:00,0,Sunday,Germany,Gaming,Virtual Reality Adventures,2,226,#vr #gamingcommunity,2065181,670,53,166,468,20770,0.062779837,negative,0,22,2022-02-15,00:00:00,0.04142112138163471,0.13139831339478328,4.193684082606037e-05,0.03666666666666667
Twitter,live,2024-10-29 10:00:00,10,Wednesday,US,Gaming,Top 10 PC Games 2024,3,75,#pcgames #gamerlife,8701992,617,159,45,491,26531,0.043456958,negative,0,8,2024-10-29,10:00:00,0.05291014787559704,0.12100411845459894,2.6466032247725785e-05,0.013333333333333334
Instagram,carousel,2022-02-23 10:00:00,10,Saturday,Brazil,Comedy,Funny Moments,2,279,#funny #viral,820519,496,1184,148,735,17360,0.079430908,mixed,0,18,2022-02-23,10:00:00,0.03462063876673946,0.09727397528927241,5.5268473864038706e-05,0.030000000000000002
Twitter,live,2022-03-09 04:00:00,4,Saturday,Brazil,Education,Breaking News,2,32,#education #learning,1435242,2842,139,209,328,207466,0.016286928,negative,0,42,2022-03-09,04:00:00,0.41374455313250974,0.5573641890566777,4.712424351220939e-06,0.07
Twitter,reel,2024-10-21 04:00:00,4,Monday,Canada,Sports,Cricket World Cup Updates,2,169,#basketball #training,1763750,3524,973,100,89,310112,0.011973055,negative,1,61,2024-10-21,04:00:00,0.6184490512229901,0.6911159050794273,1.2585340994501803e-06,0.10166666666666667
Facebook,video,2022-10-10 14:00:00,14,Wednesday,Australia,Health,Daily Fitness Routine,2,193,#fitness #lifestyle,3737884,3029,960,123,536,233233,0.015812446,mixed,1,589,2022-10-10,14:00:00,0.46513107381814195,0.5940380466758187,4.3325316760214856e-06,0.9816666666666667
Twitter,image,2022-03-21 10:00:00,10,Wednesday,UK,Health,Healthy Eating Habits,2,255,#health #wellness,8016755,0,1612,77,470,0,547.0,negative,0,0,2022-03-21,10:00:00,0.0,0.0,0.43794567973070314,0.0
Instagram,story,2023-10-16 18:00:00,18,Monday,UK,Fashion,Casual Style Hacks,3,296,#streetwear #style,2715756,3253,556,166,143,198433,0.017950553,neutral,1,55,2023-10-16,18:00:00,0.3957302541705306,0.6379682290645224,6.044401015833489e-06,0.09166666666666667
LinkedIn,video,2023-09-07 07:00:00,7,Tuesday,UK,Health,Mindfulness & Meditation,2,107,#healthy #habits,3514258,4820,924,140,526,115680,0.047423518,positive,1,180,2023-09-07,07:00:00,0.2306978970355081,0.9452833888997842,2.9641847325514077e-05,0.30000000000000004
LinkedIn,poll,2024-10-19 21:00:00,21,Saturday,Japan,Travel,Top Beaches to Visit,2,251,#backpacking #travelgram,3744419,3357,1152,246,41,328986,0.011076426,mixed,1,5,2024-10-19,21:00:00,0.656089024499686,0.6583643851735634,5.406506192098121e-07,0.008333333333333333
TikTok,story,2024-01-13 07:00:00,7,Tuesday,Australia,Travel,Backpacking Asia,3,66,#luxurytravel #vacation,5805887,230,1960,36,87,11040,0.031971742,neutral,0,36,2024-01-13,07:00:00,0.022016811750276706,0.0451068837026868,1.727042644711887e-05,0.060000000000000005
LinkedIn,live,2023-12-30 20:00:00,20,Friday,Japan,Fashion,Casual Style Hacks,2,143,#fashion #ootd,1970334,2735,1397,13,427,92990,0.034143089,neutral,0,54,2023-12-30,20:00:00,0.18544776491469483,0.5363796822906453,1.9008909299189782e-05,0.09000000000000001
Instagram,poll,2022-07-19 07:00:00,7,Saturday,US,Comedy,Movie Review,2,294,#fitness #motivation,904491,1994,28,52,539,131604,0.019642111,mixed,0,28,2022-07-19,07:00:00,0.2624547548535703,0.3910570700137282,7.398742158121367e-06,0.04666666666666667
LinkedIn,carousel,2024-10-16 22:00:00,22,Monday,Canada,Fashion,Streetwear Collection 2024,3,36,#outfitideas #trend,2152983,2245,1551,126,137,199805,0.012552176,positive,0,30,2024-10-16,22:00:00,0.39846640142790196,0.4402824083153559,1.7222056949041347e-06,0.05
Twitter,reel,2022-02-18 12:00:00,12,Sunday,Australia,Travel,Backpacking Asia,3,119,#travel #explore,1251612,470,1649,150,738,24910,0.05451407,positive,0,73,2022-02-18,12:00:00,0.04967742578798848,0.09217493626201216,3.531887778804129e-05,0.12166666666666667
Instagram,story,2023-10-16 18:00:00,18,Monday,US,Health,Daily Fitness Routine,3,117,#mindfulness #meditation,2156103,3253,556,166,143,198433,0.017950553,neutral,1,17,2023-10-16,18:00:00,0.3957302541705306,0.6379682290645224,6.044401015833489e-06,0.028333333333333335
LinkedIn,story,2023-07-02 01:00:00,1,Tuesday,Canada,Sports,Basketball Training Tips,2,90,#basketball #training,5986269,4626,246,190,201,388584,0.012910946,negative,1,17,2023-07-02,01:00:00,0.7749439109755003,0.9072367130809963,2.009453883626378e-06,0.028333333333333335
Twitter,article,2024-10-09 17:00:00,17,Monday,Germany,Technology,Exploring New Trends,3,86,#music #trending,9195665,1268,1985,192,847,119192,0.019355163,mixed,0,0,2024-10-09,17:00:00,0.23770179584592221,0.24867621102176896,7.168998051151803e-06,0.0
TikTok,article,2024-01-15 13:00:00,13,Wednesday,Australia,Gaming,Top 10 PC Games 2024,2,26,#pcgames #gamerlife,997739,98,1842,56,459,6174,0.099271255,positive,0,0,2024-01-15,13:00:00,0.01231266265817105,0.019219454795057853,7.115359173724666e-05,0.0
TikTok,image,2023-03-11 21:00:00,21,Tuesday,Germany,Comedy,Daily Vlog,2,148,#news #update,8658173,1943,726,234,447,38860,0.067522709,neutral,0,0,2023-03-11,21:00:00,0.07749758193983268,0.38105510884487154,4.573420791734851e-05,0.0
Instagram,video,2022-06-07 06:00:00,6,Friday,Brazil,Education,Life Hacks,2,118,#education #learning,4841784,2498,779,48,51,99920,0.025990533,negative,1,590,2022-06-07,06:00:00,0.19926810055141744,0.4898999803883114,1.2481588329051068e-05,0.9833333333333334
Instagram,article,2022-07-20 14:00:00,14,Saturday,Canada,Sports,Cricket World Cup Updates,2,54,#cricket #worldcup,5950766,1970,1565,21,897,143810,0.020081913,neutral,0,0,2022-07-20,14:00:00,0.2867968929173273,0.38635026475779566,7.750868389122902e-06,0.0
YouTube,video,2022-11-06 06:00:00,6,Tuesday,Brazil,News,Life Hacks,2,265,#news #update,9023145,5090,1304,516,17,183240,0.030686364,neutral,1,421,2022-11-06,06:00:00,0.3654312124203536,0.9982349480290252,1.6241292176350912e-05,0.7016666666666667
Facebook,video,2024-03-12 11:00:00,11,Tuesday,India,News,Movie Review,2,164,#travel #explore,7889127,3342,610,33,189,147048,0.024236819,positive,1,294,2024-03-12,11:00:00,0.2932543599868378,0.6554226318886056,1.1077482160651138e-05,0.49000000000000005
Facebook,reel,2024-02-12 12:00:00,12,Friday,India,Fashion,Summer Outfit Trends,2,168,#streetwear #style,5956815,4677,1913,224,728,434961,0.01294136,neutral,1,29,2024-02-12,12:00:00,0.8674324688145024,0.9172386742498528,2.033804766954969e-06,0.04833333333333334
TikTok,article,2022-01-10 19:00:00,19,Saturday,Brazil,Gaming,Beginner’s Guide to eSports,3,267,#gaming #esports,7874871,4249,714,373,816,174209,0.0312152,mixed,1,0,2022-01-10,19:00:00,0.3474209020112278,0.8333006471857227,1.666470322836506e-05,0.0
Twitter,carousel,2023-02-06 22:00:00,22,Sunday,UK,Music,Life Hacks,2,140,#sports #highlights,3443376,2379,562,151,5,121329,0.020893431,neutral,0,30,2023-02-06,22:00:00,0.241963564569685,0.46656207099431257,8.40060798723729e-06,0.05
LinkedIn,video,2022-03-30 15:00:00,15,Wednesday,Brazil,Health,Mindfulness & Meditation,3,259,#health #wellness,7809738,3902,1513,417,453,222414,0.021455387,positive,1,71,2022-03-30,15:00:00,0.4435549971581561,0.7652480878603648,8.85053647384876e-06,0.11833333333333335
Twitter,reel,2023-02-03 08:00:00,8,Tuesday,US,Fashion,Best Evening Dresses,3,73,#casualstyle #fashionblog,497262,236,1224,198,11,4720,0.094259691,negative,0,32,2023-02-03,08:00:00,0.009412984733813955,0.04628358501666993,6.714109715390467e-05,0.05333333333333334
Twitter,image,2024-02-28 09:00:00,9,Monday,Japan,Fashion,Best Evening Dresses,2,179,#fashion #ootd,842521,89,1486,87,427,3738,0.161273068,neutral,0,0,2024-02-28,09:00:00,0.007454605282838255,0.017454402824083153,0.00012079516846257294,0.0
Twitter,image,2022-02-10 01:00:00,1,Tuesday,Canada,Health,Mindfulness & Meditation,3,206,#mindfulness #meditation,8035894,124,1325,298,933,11036,0.122768868,positive,0,0,2022-02-10,01:00:00,0.022008834644570086,0.024318493822318103,8.996688931939196e-05,0.0
TikTok,video,2023-06-02 11:00:00,11,Friday,Germany,Fashion,Best Evening Dresses,2,107,#streetwear #style,2447495,385,806,343,870,11165,0.143113022,negative,0,218,2023-06-02,11:00:00,0.022266096303608644,0.07550500098058442,0.00010625537884634907,0.36333333333333334
LinkedIn,image,2022-02-05 07:00:00,7,Monday,Australia,News,Behind the Scenes,3,265,#fitness #motivation,3487022,1783,1401,200,290,124810,0.018211536,negative,0,0,2022-02-05,07:00:00,0.2489056408108728,0.3496764071386546,6.253356318777707e-06,0.0
LinkedIn,reel,2022-07-25 17:00:00,17,Saturday,Brazil,Gaming,Epic Gaming Moments,2,39,#pcgames #gamerlife,7412477,342,1810,90,429,20178,0.04266812,mixed,0,83,2022-07-25,17:00:00,0.040240509737054654,0.06707197489703863,2.5834451327650868e-05,0.13833333333333334
