post_id,platform,post_type,post_time,publish_hour,post_day,region,category,title,title_length,description_length,tags,creator_followers,likes,dislikes,comments,shares,views,engagement_rate,sentiment_score,viral_label,video_length
9449,LinkedIn,image,2024-02-18T15:00:00.000000000,15,Wednesday,Canada,Comedy,Tech Review,2,125,#fashion #ootd,6366555,3444,44,242,634,303072,0.014253992,positive,1,0
9450,Facebook,carousel,2024-01-16T09:00:00.000000000,9,Thursday,Japan,Technology,Behind the Scenes,3,271,#education #learning,4209988,2031,1120,87,514,186852,0.014085939,mixed,1,9
9451,Facebook,story,2024-01-13T03:00:00.000000000,3,Wednesday,Japan,Music,Travel Diary,2,203,#tech #review,4018191,291,1302,117,194,16296,0.036939314,neutral,1,9
9452,Instagram,article,2024-04-23T06:00:00.000000000,6,Tuesday,Germany,Music,Behind the Scenes,3,42,#fitness #motivation,1069768,1603,534,219,113,145873,0.013264872,negative,0,0
9453,TikTok,video,2023-07-25T19:00:00.000000000,19,Saturday,Australia,Travel,Luxury Travel Destinations,2,146,#backpacking #travelgram,2061579,2304,1433,173,0,73728,0.033596007,negative,1,423
9454,Twitter,story,2023-07-10T20:00:00.000000000,20,Monday,Germany,Sports,Olympics Moments,3,35,#olympics #sports,1597675,1708,460,211,262,105896,0.020595484,positive,1,42
9455,LinkedIn,video,2022-06-19T15:00:00.000000000,15,Saturday,Australia,Education,Tech Review,2,269,#fashion #ootd,1997503,2282,390,169,46,127792,0.019539411,neutral,1,544
9456,Instagram,poll,2023-04-23T18:00:00.000000000,18,Tuesday,Australia,Sports,Top Football Highlights,2,10,#sports #football,7812475,873,1870,125,459,81189,0.01794556,negative,0,35
9457,Instagram,story,2022-04-09T22:00:00.000000000,22,Saturday,UK,Sports,Top Football Highlights,3,195,#olympics #sports,9298431,2006,1067,119,186,88264,0.026182519,negative,1,38
9458,TikTok,carousel,2023-07-11T21:00:00.000000000,21,Tuesday,Germany,Travel,Exploring Paris in 3 Days,2,15,#travel #explore,1805382,1782,26,217,429,71280,0.034062373,neutral,1,9
9459,Instagram,video,2022-08-22T17:00:00.000000000,17,Friday,India,Travel,Backpacking Asia,3,191,#travel #explore,7650509,3116,793,125,216,186960,0.018490487,mixed,1,184
9460,Facebook,video,2024-04-21T05:00:00.000000000,5,Thursday,India,Fashion,Streetwear Collection 2024,2,117,#fashion #ootd,8946934,1692,1120,263,657,155664,0.016779623,positive,0,144
9461,TikTok,image,2024-04-26T15:00:00.000000000,15,Thursday,Japan,Health,Mindfulness & Meditation,3,216,#health #wellness,6770830,1962,974,238,436,119682,0.022024849,negative,1,0
9462,LinkedIn,video,2023-07-09T13:00:00.000000000,13,Saturday,Germany,Travel,Top Beaches to Visit,3,194,#luxurytravel #vacation,2885494,5074,547,420,995,309514,0.020965058,neutral,0,229
9463,Facebook,story,2024-01-11T07:00:00.000000000,7,Tuesday,Japan,Gaming,Epic Gaming Moments,2,54,#pcgames #gamerlife,2716894,3580,620,227,266,75180,0.054175922,mixed,0,57
9464,Facebook,story,2023-05-08T04:00:00.000000000,4,Thursday,UK,Travel,Exploring Paris in 3 Days,3,230,#backpacking #travelgram,7655217,3431,566,182,245,298497,0.01292471,negative,1,16
9465,TikTok,video,2024-03-30T04:00:00.000000000,4,Friday,Germany,Sports,Top Football Highlights,2,79,#sports #football,4603848,3184,703,171,119,85968,0.040409915,mixed,1,476
9466,TikTok,video,2022-01-12T15:00:00.000000000,15,Saturday,Australia,Music,Movie Review,2,248,#fashion #ootd,5759293,1285,1242,128,151,102800,0.01521386,negative,0,330
9467,Instagram,video,2024-06-17T06:00:00.000000000,6,Monday,India,Travel,Top Beaches to Visit,3,298,#backpacking #travelgram,1714454,956,184,127,453,31548,0.048686171,negative,0,490
9468,YouTube,poll,2024-04-28T10:00:00.000000000,10,Wednesday,Japan,Music,Daily Vlog,2,192,#funny #viral,268200,857,1092,307,233,82272,0.016980054,mixed,1,5
9469,YouTube,carousel,2022-04-05T14:00:00.000000000,14,Sunday,Brazil,Education,Movie Review,2,99,#fitness #motivation,2587831,4659,1852,306,760,186360,0.030719947,positive,1,29
9470,YouTube,live,2023-03-08T03:00:00.000000000,3,Thursday,Japan,News,Breaking News,2,235,#news #update,7752205,958,1153,141,492,41194,0.038621192,mixed,1,58
9471,Instagram,article,2022-10-13T21:00:00.000000000,21,Tuesday,Canada,Travel,Luxury Travel Destinations,2,180,#backpacking #travelgram,6060061,652,1590,306,303,44988,0.028029074,neutral,1,0
9472,Twitter,live,2023-12-13T03:00:00.000000000,3,Thursday,US,News,Fitness Motivation,2,197,#tech #review,3097088,1934,1913,203,318,123776,0.019834056,negative,0,19
9473,LinkedIn,story,2023-12-09T17:00:00.000000000,17,Tuesday,Brazil,Fashion,Streetwear Collection 2024,2,34,#fashion #ootd,5115208,34,1632,133,218,2822,0.136379738,mixed,1,21
9474,Instagram,poll,2024-02-07T19:00:00.000000000,19,Saturday,Japan,News,Travel Diary,2,110,#fitness #motivation,5584846,574,847,131,44,47642,0.015721092,mixed,1,14
9475,Instagram,article,2024-01-17T12:00:00.000000000,12,Saturday,US,Education,Behind the Scenes,3,67,#news #update,5228168,20,598,88,365,900,0.524972253,negative,1,0
9476,Facebook,image,2022-02-10T00:00:00.000000000,0,Wednesday,Canada,Comedy,Tech Review,2,148,#funny #viral,737792,4963,805,414,674,253113,0.023906224,negative,1,0
9477,YouTube,reel,2022-05-09T05:00:00.000000000,5,Thursday,US,Sports,Top Football Highlights,2,287,#cricket #worldcup,7086710,2524,1654,109,66,191824,0.014070116,mixed,1,57
9478,TikTok,video,2022-01-22T02:00:00.000000000,2,Wednesday,Germany,Comedy,Top 10 Facts,3,251,#funny #viral,8583704,2141,1743,89,111,154152,0.015186211,positive,1,497
9479,Instagram,story,2023-02-22T06:00:00.000000000,6,Tuesday,US,News,Tech Review,2,136,#music #trending,209729,5073,1357,487,30,263796,0.021190537,negative,1,22
9480,Twitter,article,2024-12-09T18:00:00.000000000,18,Friday,US,Travel,Exploring Paris in 3 Days,2,152,#wanderlust #adventure,3815842,3993,1948,326,298,283503,0.016285485,mixed,0,0
9481,LinkedIn,image,2024-11-26T10:00:00.000000000,10,Friday,Japan,Technology,Exploring New Trends,3,189,#music #trending,6285513,393,1177,331,819,14541,0.10610645,neutral,1,0
9482,Twitter,story,2024-02-19T03:00:00.000000000,3,Sunday,India,Education,Funny Moments,2,108,#sports #highlights,8127587,1274,1570,263,446,68796,0.028823931,positive,1,5
9483,Instagram,live,2023-06-05T00:00:00.000000000,0,Monday,Brazil,Fashion,Best Evening Dresses,2,128,#streetwear #style,7808742,2287,78,380,449,70897,0.043950464,neutral,1,9
9484,Instagram,live,2022-04-27T19:00:00.000000000,19,Tuesday,Canada,Travel,Exploring Paris in 3 Days,3,33,#backpacking #travelgram,5063658,482,578,90,100,33740,0.019916422,negative,1,27
9485,Facebook,reel,2022-08-09T19:00:00.000000000,19,Tuesday,UK,Gaming,Virtual Reality Adventures,2,54,#pcgames #gamerlife,4272173,532,1878,88,62,15428,0.044202476,negative,0,25
9486,Twitter,article,2023-03-06T13:00:00.000000000,13,Tuesday,UK,Education,Behind the Scenes,3,83,#fitness #motivation,1048530,2439,412,177,462,173169,0.017774441,positive,1,0
9487,Facebook,video,2023-11-02T12:00:00.000000000,12,Saturday,Brazil,Comedy,Fitness Motivation,2,188,#fitness #motivation,1213660,274,545,101,279,14522,0.045032018,negative,1,515
9488,TikTok,story,2022-08-03T13:00:00.000000000,13,Saturday,Japan,Sports,Cricket World Cup Updates,3,85,#olympics #sports,1547134,474,1632,485,665,40764,0.039838096,neutral,0,19
9489,Twitter,video,2024-03-26T14:00:00.000000000,14,Friday,Canada,Travel,Exploring Paris in 3 Days,2,245,#travel #explore,2647870,2088,168,85,124,121104,0.018967012,mixed,1,566
9490,YouTube,reel,2024-04-20T12:00:00.000000000,12,Friday,Japan,Music,Breaking News,2,118,#tech #review,2055292,1513,680,211,113,40851,0.044967199,mixed,1,89
9491,TikTok,poll,2022-01-31T13:00:00.000000000,13,Sunday,India,News,Daily Vlog,2,139,#music #trending,5609843,98,1686,471,747,4704,0.279702444,neutral,1,6
9492,YouTube,article,2022-07-09T19:00:00.000000000,19,Sunday,Germany,Sports,Basketball Training Tips,2,151,#sports #football,5316305,4365,582,351,833,178965,0.031005889,neutral,1,0
9493,Twitter,reel,2022-03-11T05:00:00.000000000,5,Friday,Germany,Gaming,Virtual Reality Adventures,2,133,#vr #gamingcommunity,2549900,862,514,325,273,76718,0.019030488,negative,1,73
9494,Facebook,reel,2022-07-09T17:00:00.000000000,17,Thursday,Canada,Sports,Cricket World Cup Updates,3,75,#basketball #training,9224489,1613,1337,269,629,129040,0.019458932,negative,0,86
9495,YouTube,story,2022-07-14T06:00:00.000000000,6,Thursday,Japan,Travel,Luxury Travel Destinations,2,224,#wanderlust #adventure,7058283,175,31,152,138,10850,0.042853193,positive,1,9
9496,Instagram,live,2024-05-04T22:00:00.000000000,22,Friday,Germany,Comedy,Top 10 Facts,3,274,#sports #highlights,6825147,1228,286,73,191,83504,0.017867194,mixed,0,57
9497,LinkedIn,article,2022-02-10T09:00:00.000000000,9,Wednesday,US,Health,Daily Fitness Routine,3,258,#health #wellness,1310737,4701,593,443,971,225648,0.02709961,positive,1,0
9498,Facebook,carousel,2022-01-11T21:00:00.000000000,21,Thursday,US,Gaming,Virtual Reality Adventures,2,93,#gaming #esports,370764,4200,1066,345,835,210000,0.025618926,neutral,1,10
9499,TikTok,video,2024-05-10T23:00:00.000000000,23,Saturday,Germany,Music,Breaking News,2,136,#tech #review,1944026,2555,1926,374,286,183960,0.01747653,neutral,1,515
9500,TikTok,article,2024-05-24T23:00:00.000000000,23,Thursday,Japan,Technology,Life Hacks,2,42,#fashion #ootd,4931172,5096,616,414,982,270088,0.024036521,positive,1,0
9501,Twitter,live,2023-09-26T16:00:00.000000000,16,Thursday,Germany,Education,Cooking Tutorial,2,92,#sports #highlights,431738,2210,1024,364,411,125970,0.02369593,positive,1,51
9502,TikTok,story,2022-05-30T23:00:00.000000000,23,Thursday,Germany,Music,Top 10 Facts,3,235,#travel #explore,8268103,3525,1596,99,80,267900,0.013826003,mixed,1,59
9503,LinkedIn,video,2024-04-27T15:00:00.000000000,15,Sunday,Australia,Comedy,Exploring New Trends,3,59,#travel #explore,9381938,4761,269,141,498,109503,0.049313267,neutral,1,462
9504,LinkedIn,poll,2023-11-30T17:00:00.000000000,17,Sunday,Germany,Fashion,Streetwear Collection 2024,2,211,#streetwear #style,5404120,3884,1203,416,474,81564,0.058530007,positive,1,29
9505,Instagram,article,2023-09-14T07:00:00.000000000,7,Monday,Canada,Travel,Exploring Paris in 3 Days,2,257,#backpacking #travelgram,4083317,2636,1759,98,82,81716,0.034460394,mixed,0,0
9506,TikTok,poll,2023-06-07T12:00:00.000000000,12,Thursday,India,Health,Mindfulness & Meditation,3,12,#health #wellness,1406087,638,517,182,277,34452,0.031840478,negative,1,9
9507,Facebook,carousel,2022-02-13T02:00:00.000000000,2,Wednesday,US,Technology,Life Hacks,2,292,#sports #highlights,1096478,2131,1126,64,140,189659,0.012311505,negative,0,8
9508,LinkedIn,carousel,2024-01-17T19:00:00.000000000,19,Sunday,Brazil,Sports,Top Football Highlights,3,76,#basketball #training,7908516,1522,1033,41,28,138502,0.011487116,mixed,1,16
9509,Facebook,carousel,2023-08-05T10:00:00.000000000,10,Monday,Germany,Gaming,Epic Gaming Moments,2,26,#pcgames #gamerlife,8593336,1430,582,51,98,57200,0.027604413,positive,1,9
9510,Instagram,live,2022-03-17T06:00:00.000000000,6,Saturday,India,News,Behind the Scenes,3,62,#fitness #motivation,9078327,2924,1113,11,712,233920,0.015590734,mixed,1,44
9511,Twitter,poll,2023-05-30T19:00:00.000000000,19,Saturday,Canada,Technology,Top 10 Facts,3,175,#tech #review,2953776,1418,225,58,70,76572,0.020189884,mixed,0,26
9512,LinkedIn,reel,2023-08-14T00:00:00.000000000,0,Thursday,US,Travel,Luxury Travel Destinations,2,200,#luxurytravel #vacation,6045674,300,669,179,206,20100,0.034077907,positive,0,63
9513,LinkedIn,live,2024-02-08T08:00:00.000000000,8,Tuesday,India,Education,Travel Diary,2,43,#education #learning,9175592,2175,1763,172,52,73950,0.0324404,negative,0,36
9514,LinkedIn,story,2022-03-08T16:00:00.000000000,16,Monday,Australia,Music,Tech Review,2,118,#travel #explore,6500284,4550,916,205,724,409500,0.013379699,mixed,0,42
9515,TikTok,video,2024-04-16T07:00:00.000000000,7,Sunday,Brazil,Travel,Backpacking Asia,3,222,#travel #explore,958316,633,125,156,760,21522,0.071969521,negative,0,241
9516,Facebook,video,2022-07-19T14:00:00.000000000,14,Saturday,Japan,Health,10 Tips for a Healthier Life,2,89,#health #wellness,5421935,5041,955,80,425,126025,0.044006792,mixed,1,224
9517,LinkedIn,story,2023-07-16T20:00:00.000000000,20,Thursday,Brazil,Comedy,Fitness Motivation,2,171,#travel #explore,8566368,3563,1232,89,73,309981,0.012016827,neutral,0,29
9518,Facebook,image,2023-12-18T00:00:00.000000000,0,Wednesday,Germany,News,Life Hacks,2,75,#sports #highlights,2663546,4584,1120,213,174,187944,0.026449227,positive,1,0
9519,TikTok,poll,2022-03-28T05:00:00.000000000,5,Friday,Japan,News,Top 10 Facts,3,157,#travel #explore,9046699,946,73,324,265,48246,0.03181545,negative,1,20
9520,YouTube,poll,2022-10-28T09:00:00.000000000,9,Saturday,Japan,News,Daily Vlog,2,62,#funny #viral,7590188,3417,1650,260,295,140097,0.028351582,positive,0,25
9521,YouTube,carousel,2023-04-23T19:00:00.000000000,19,Thursday,Germany,Technology,Funny Moments,2,16,#music #trending,8711611,4875,1214,451,975,224250,0.028097979,negative,0,24
9522,Facebook,live,2023-05-07T02:00:00.000000000,2,Tuesday,Australia,Sports,Cricket World Cup Updates,2,141,#sports #football,5257251,3028,1705,15,776,102952,0.037094597,negative,1,43
9523,TikTok,article,2024-01-15T13:00:00.000000000,13,Wednesday,Canada,Music,Breaking News,2,156,#funny #viral,693571,98,1842,56,459,6174,0.099271255,positive,1,0
9524,YouTube,article,2024-05-06T13:00:00.000000000,13,Saturday,India,Health,10 Tips for a Healthier Life,2,238,#mindfulness #meditation,5774411,4976,1983,230,41,139328,0.037659066,mixed,0,0
9525,Instagram,story,2024-07-31T23:00:00.000000000,23,Monday,India,News,Behind the Scenes,3,159,#fitness #motivation,1270799,505,1739,72,95,26765,0.025106478,mixed,1,6
9526,Instagram,image,2024-07-26T18:00:00.000000000,18,Wednesday,UK,Health,Daily Fitness Routine,2,90,#health #wellness,9068042,5089,55,441,720,468188,0.01334931,neutral,1,0
9527,YouTube,image,2023-10-30T00:00:00.000000000,0,Thursday,UK,Health,Mindfulness & Meditation,2,132,#fitness #lifestyle,5835527,1810,719,218,459,61540,0.040412083,negative,1,0
9528,Twitter,poll,2024-06-02T06:00:00.000000000,6,Sunday,UK,Music,Exploring New Trends,3,29,#sports #highlights,4942921,4595,552,169,794,372195,0.014932992,positive,0,12
9529,Facebook,carousel,2023-06-28T18:00:00.000000000,18,Saturday,Canada,Comedy,Daily Vlog,2,263,#sports #highlights,2852807,1523,31,198,155,97472,0.019246355,negative,1,10
9530,YouTube,video,2023-08-09T08:00:00.000000000,8,Saturday,UK,Music,Fitness Motivation,2,193,#sports #highlights,4661328,785,1550,151,310,71435,0.017442186,mixed,1,478
9531,Facebook,carousel,2022-12-22T10:00:00.000000000,10,Tuesday,UK,Sports,Basketball Training Tips,2,169,#basketball #training,1028521,246,573,96,281,18942,0.032888138,positive,1,28
9532,TikTok,video,2022-11-28T22:00:00.000000000,22,Saturday,US,Education,Travel Diary,2,96,#fitness #motivation,2451367,3078,666,47,393,116964,0.030077374,positive,0,139
9533,YouTube,article,2022-12-19T17:00:00.000000000,17,Sunday,Germany,Travel,Exploring Paris in 3 Days,2,135,#backpacking #travelgram,4214978,337,283,180,182,11795,0.059257375,negative,1,0
9534,Instagram,poll,2022-10-21T19:00:00.000000000,19,Wednesday,Germany,Comedy,Top 10 Facts,3,43,#tech #review,5963772,0,1744,85,432,0,517.0,neutral,0,13
9535,TikTok,live,2024-10-06T15:00:00.000000000,15,Saturday,Japan,Music,Movie Review,2,189,#news #update,45633,3578,1855,414,669,96606,0.048247021,mixed,0,48
9536,Twitter,carousel,2024-04-27T17:00:00.000000000,17,Wednesday,Canada,Music,Movie Review,2,265,#music #trending,661802,4969,1517,63,423,258388,0.02111158,mixed,1,22
9537,Facebook,image,2024-04-19T04:00:00.000000000,4,Friday,US,Travel,Exploring Paris in 3 Days,3,238,#travel #explore,6924141,2903,186,181,366,269979,0.012778724,negative,1,0
9538,Twitter,story,2022-07-08T16:00:00.000000000,16,Sunday,Japan,Gaming,Beginner’s Guide to eSports,3,295,#gamers #play,8323041,1446,497,49,22,53502,0.02835355,negative,1,44
9539,Instagram,reel,2022-12-03T00:00:00.000000000,0,Friday,Australia,Gaming,Top 10 PC Games 2024,2,82,#pcgames #gamerlife,3511416,0,1465,74,426,0,500.0,neutral,1,58
9540,LinkedIn,image,2024-08-22T01:00:00.000000000,1,Thursday,Germany,Technology,Cooking Tutorial,2,79,#funny #viral,3224786,438,129,75,58,27156,0.021025887,mixed,1,0
9541,LinkedIn,article,2023-03-19T22:00:00.000000000,22,Monday,Japan,News,Top 10 Facts,3,209,#tech #review,6264204,4981,638,239,736,343689,0.01732957,neutral,1,0
9542,Facebook,story,2023-02-26T09:00:00.000000000,9,Monday,Canada,Education,Cooking Tutorial,2,265,#fashion #ootd,9030917,5095,1315,223,29,112090,0.047702313,positive,0,34
9543,TikTok,video,2024-07-22T00:00:00.000000000,0,Tuesday,Brazil,Comedy,Life Hacks,2,236,#fitness #motivation,467141,871,113,112,472,67938,0.02141627,positive,0,309
9544,Instagram,poll,2022-02-23T11:00:00.000000000,11,Sunday,Germany,Gaming,Beginner’s Guide to eSports,2,246,#gaming #esports,1035293,32,1222,84,377,1504,0.327574751,neutral,1,55
9545,Facebook,carousel,2022-06-20T11:00:00.000000000,11,Thursday,India,Music,Breaking News,2,139,#fitness #motivation,3726370,2989,12,126,495,194285,0.018580855,neutral,1,22
9546,TikTok,article,2022-04-03T13:00:00.000000000,13,Monday,US,Comedy,Tech Review,2,31,#sports #highlights,66089,4865,1294,427,710,403795,0.014863941,negative,0,0
9547,Facebook,article,2023-02-19T03:00:00.000000000,3,Saturday,UK,Technology,Breaking News,2,157,#news #update,5852923,1847,1624,228,326,164383,0.014606044,mixed,0,0
9548,Facebook,poll,2023-04-23T10:00:00.000000000,10,Wednesday,Germany,Fashion,Summer Outfit Trends,2,16,#casualstyle #fashionblog,5855533,2164,1238,467,625,142824,0.022797129,mixed,1,35
9549,Twitter,poll,2022-10-24T17:00:00.000000000,17,Thursday,Brazil,Gaming,Beginner’s Guide to eSports,3,180,#vr #gamingcommunity,6247492,5017,443,254,750,165561,0.036367041,mixed,1,58
9550,YouTube,video,2024-04-09T00:00:00.000000000,0,Wednesday,Brazil,Comedy,Life Hacks,2,138,#sports #highlights,1226890,3052,1813,21,737,79352,0.048013308,neutral,0,263
9551,Instagram,poll,2022-09-25T07:00:00.000000000,7,Tuesday,India,News,Behind the Scenes,3,121,#music #trending,5162485,679,1535,168,456,63147,0.020634066,negative,1,29
9552,Twitter,carousel,2023-06-09T19:00:00.000000000,19,Sunday,Australia,Comedy,Behind the Scenes,3,133,#fitness #motivation,3558940,1857,446,216,423,181986,0.013715265,negative,0,25
9553,TikTok,article,2024-07-12T00:00:00.000000000,0,Saturday,Canada,Technology,Movie Review,2,240,#funny #viral,986020,4562,985,328,766,228100,0.024796033,negative,0,0
9554,YouTube,image,2022-04-21T02:00:00.000000000,2,Thursday,Brazil,Education,Exploring New Trends,3,215,#tech #review,1475201,4571,992,311,784,319970,0.017707855,neutral,1,0
9555,Facebook,poll,2024-10-15T21:00:00.000000000,21,Saturday,US,Travel,Top Beaches to Visit,2,263,#travel #explore,7881991,1248,714,144,118,59904,0.025206577,neutral,1,29
9556,LinkedIn,carousel,2022-01-24T03:00:00.000000000,3,Saturday,Germany,Technology,Cooking Tutorial,2,125,#travel #explore,432409,1924,73,196,364,65416,0.037971781,negative,1,26
9557,Twitter,carousel,2022-04-04T22:00:00.000000000,22,Sunday,US,Sports,Olympics Moments,2,43,#basketball #training,906705,1605,536,224,298,152475,0.013949736,neutral,0,27
9558,Instagram,video,2022-02-17T12:00:00.000000000,12,Saturday,Japan,Education,Tech Review,2,142,#sports #highlights,2401102,2520,100,85,109,110880,0.024476691,positive,1,580
9559,Instagram,poll,2023-08-16T05:00:00.000000000,5,Tuesday,Germany,Travel,Exploring Paris in 3 Days,2,193,#luxurytravel #vacation,7390136,4766,175,136,499,381280,0.014165406,mixed,0,33
9560,YouTube,article,2024-07-27T20:00:00.000000000,20,Sunday,UK,News,Life Hacks,2,299,#funny #viral,2228764,524,426,326,850,31440,0.054069527,mixed,1,0
9561,Twitter,video,2023-05-15T20:00:00.000000000,20,Friday,Germany,Fashion,Best Evening Dresses,2,267,#casualstyle #fashionblog,3036012,4367,1140,350,836,384296,0.014449762,mixed,1,420
9562,Facebook,image,2023-08-17T21:00:00.000000000,21,Tuesday,Australia,Education,Life Hacks,2,154,#education #learning,1789621,4845,1189,238,756,111435,0.052397789,positive,0,0
9563,YouTube,image,2024-10-11T10:00:00.000000000,10,Saturday,US,Education,Life Hacks,2,290,#fitness #motivation,8317938,4596,40,212,153,349296,0.014202813,negative,1,0
9564,TikTok,story,2022-08-28T09:00:00.000000000,9,Friday,UK,Fashion,Streetwear Collection 2024,2,46,#streetwear #style,8391505,4666,428,47,1011,233300,0.024534828,mixed,1,58
9565,Instagram,live,2024-01-28T01:00:00.000000000,1,Thursday,Japan,Comedy,Exploring New Trends,3,291,#education #learning,4347133,3693,343,437,684,81246,0.059251419,neutral,1,52
9566,TikTok,carousel,2023-10-15T12:00:00.000000000,12,Wednesday,US,Gaming,Epic Gaming Moments,3,16,#gamers #play,5738114,1372,1447,53,34,117992,0.01236514,positive,0,11
9567,Twitter,poll,2022-11-13T08:00:00.000000000,8,Wednesday,UK,Fashion,Best Evening Dresses,2,134,#fashion #ootd,506714,4842,365,462,998,334098,0.018862672,negative,1,30
9568,LinkedIn,story,2024-07-27T03:00:00.000000000,3,Wednesday,US,Music,Daily Vlog,2,271,#fitness #motivation,3304584,950,1143,147,475,34200,0.045963568,positive,1,14
9569,TikTok,article,2024-12-06T09:00:00.000000000,9,Tuesday,Canada,Education,Cooking Tutorial,2,178,#news #update,7235602,1274,608,185,866,100646,0.02310054,mixed,1,0
9570,Facebook,carousel,2022-05-10T03:00:00.000000000,3,Thursday,India,News,Daily Vlog,2,212,#education #learning,7735067,4831,656,433,956,449283,0.01384425,negative,1,11
9571,Instagram,article,2024-04-13T07:00:00.000000000,7,Thursday,Germany,Fashion,Streetwear Collection 2024,2,216,#casualstyle #fashionblog,923293,716,727,167,304,60860,0.019503459,mixed,1,0
9572,Twitter,poll,2022-02-21T16:00:00.000000000,16,Friday,Japan,Travel,Exploring Paris in 3 Days,3,137,#wanderlust #adventure,4230323,4674,228,233,731,439356,0.012832389,negative,1,8
9573,LinkedIn,live,2024-10-23T22:00:00.000000000,22,Thursday,Germany,Gaming,Top 10 PC Games 2024,3,219,#gamers #play,4628956,4889,824,259,700,210227,0.027817417,mixed,1,33
9574,Instagram,video,2022-11-27T11:00:00.000000000,11,Wednesday,Canada,Comedy,Travel Diary,2,14,#music #trending,2420717,321,1153,191,182,16371,0.042389445,negative,1,424
9575,LinkedIn,image,2023-05-29T05:00:00.000000000,5,Thursday,India,Comedy,Travel Diary,2,229,#fitness #motivation,1057786,3644,1375,229,861,138472,0.03418717,positive,1,0
9576,Instagram,story,2023-10-13T15:00:00.000000000,15,Friday,Australia,Health,Daily Fitness Routine,2,13,#healthy #habits,4419109,3641,888,176,758,309485,0.014782575,negative,0,57
9577,YouTube,article,2024-03-13T04:00:00.000000000,4,Thursday,US,Gaming,Beginner’s Guide to eSports,2,64,#vr #gamingcommunity,5938142,4848,1341,116,503,382992,0.014274412,negative,1,0
9578,YouTube,story,2023-06-24T22:00:00.000000000,22,Thursday,Brazil,Technology,Funny Moments,2,84,#sports #highlights,4451919,181,983,170,127,15385,0.031067204,positive,1,19
9579,YouTube,image,2023-07-26T03:00:00.000000000,3,Wednesday,Germany,Fashion,Streetwear Collection 2024,2,178,#streetwear #style,4953650,460,1672,498,687,15640,0.105172304,negative,1,0
9580,Twitter,video,2024-01-18T00:00:00.000000000,0,Thursday,Germany,Gaming,Top 10 PC Games 2024,3,106,#pcgames #gamerlife,4198449,4245,835,41,57,229230,0.018945954,positive,1,586
9581,YouTube,reel,2024-06-13T17:00:00.000000000,17,Tuesday,Canada,Comedy,Breaking News,2,128,#fashion #ootd,8213243,1047,1360,97,333,92136,0.016030476,mixed,1,79
9582,Twitter,reel,2024-02-21T10:00:00.000000000,10,Sunday,Canada,Music,Daily Vlog,2,199,#fashion #ootd,66375,2828,1296,195,333,130088,0.025797723,mixed,1,82
9583,Facebook,article,2024-10-17T04:00:00.000000000,4,Friday,Canada,Travel,Top Beaches to Visit,2,289,#wanderlust #adventure,9925572,1025,116,412,711,26650,0.080597351,mixed,1,0
9584,YouTube,reel,2024-12-09T03:00:00.000000000,3,Friday,Japan,Sports,Top Football Highlights,2,57,#basketball #training,9322881,1782,817,233,347,44550,0.05301789,negative,0,56
9585,Twitter,poll,2023-07-08T21:00:00.000000000,21,Friday,Canada,News,Cooking Tutorial,2,113,#education #learning,8379327,2046,367,378,173,106392,0.024409501,neutral,1,21
9586,Instagram,story,2024-08-05T13:00:00.000000000,13,Thursday,US,Education,Daily Vlog,2,143,#fashion #ootd,7460014,2683,1117,17,431,206591,0.015155476,neutral,1,56
9587,Twitter,video,2022-02-16T02:00:00.000000000,2,Tuesday,India,Fashion,Streetwear Collection 2024,2,283,#outfitideas #trend,4294842,5081,167,513,44,345508,0.016317954,mixed,1,397
9588,TikTok,poll,2023-03-20T12:00:00.000000000,12,Sunday,Australia,Education,Exploring New Trends,3,152,#news #update,315944,1048,953,129,354,37728,0.040578865,positive,0,36
9589,Twitter,poll,2024-05-28T20:00:00.000000000,20,Saturday,Canada,Sports,Olympics Moments,3,216,#olympics #sports,5928017,4671,1738,56,1021,284931,0.020173234,negative,1,48
9590,TikTok,article,2022-10-27T01:00:00.000000000,1,Saturday,US,Education,Behind the Scenes,3,273,#fashion #ootd,9956714,5021,1364,177,772,456911,0.013065973,positive,0,0
9591,Instagram,video,2024-07-20T07:00:00.000000000,7,Friday,Japan,Travel,Top Beaches to Visit,2,131,#travel #explore,7372715,442,660,131,354,26078,0.035545841,negative,0,525
9592,Twitter,poll,2023-04-26T23:00:00.000000000,23,Monday,UK,Health,Daily Fitness Routine,2,190,#healthy #habits,3794913,4913,1937,412,682,319345,0.018810319,positive,1,44
9593,Instagram,article,2023-11-26T08:00:00.000000000,8,Saturday,Brazil,Technology,Movie Review,2,190,#education #learning,460240,3472,694,155,733,312480,0.013952848,mixed,1,0
9594,TikTok,story,2023-02-17T19:00:00.000000000,19,Saturday,India,Travel,Exploring Paris in 3 Days,3,72,#wanderlust #adventure,8250609,1695,924,239,670,150855,0.017261494,neutral,1,56
9595,LinkedIn,video,2023-01-23T17:00:00.000000000,17,Wednesday,Canada,News,Top 10 Facts,3,74,#fitness #motivation,5531281,4916,151,167,811,427692,0.013780913,positive,1,70
9596,YouTube,live,2023-03-09T00:00:00.000000000,0,Monday,Germany,Sports,Olympics Moments,2,280,#cricket #worldcup,9760310,385,585,82,215,7700,0.088559927,mixed,1,25
9597,TikTok,reel,2022-07-03T12:00:00.000000000,12,Monday,India,Sports,Top Football Highlights,2,197,#sports #football,4248154,99,1900,311,912,9702,0.136246522,neutral,1,46
